word,complexity_level
шелектеп,B1
шендестіру,B2
шетқақпай,B1
шиедей,A2
шиқандай,B1
шиқылдауық,B2
шимпанзе,B1
ширақтық,B1
шит,A1
шойнақ,A2
шоқырақ,B1
шомыр,A2
шоринофондық,B2
шоу-бизнес,B2
шоу-рум,B1
шошырлық,B1
шөке,A2
шөңге,A2
шприц,A2
штемпельді,B2
шусыз,A2
шуылдақ,B1
шұбалу,A2
шұбалаң,B1
шұрқан,A2
шүкірлес,B1
шүлдірлеу,B1
шүпілдеу,B1
шүрегей,B1
шүріппе,B1
шүу,A1
шыбындай,B1
шығармашылдық,C1
шыдату,A2
шықыр,A2
шылаушын,B1
шылпылдау,B1
шым,A1
шырлау,A2
шыршық,A2
шытырма,B1
шідерлеулі,B2
шіміру,A2
щи,A1
ыз,A1
ызу-қиқу,B1
ызыңдап-дызылдау,C1
ықтиятты,B1
ылғалсыз,B1
ылпың-жылпың,B2
ың-жыңсыз,B1
ыңыранып-ыңырсыбу,C1
ырғалаң,B1
ырызық,A2
ыспат,A2
ізбес,A2
ізділік,B1
ілінер-ілінбес,C1
інілік,A2
іргелестік,B2
ісіру,A2
эвакуациялау,B2
эвдосперм,B1
эвригигробионтты,C1
эвтаназия,B1
эгоистік,B1
эдификатор,B2
экономикалық-географиялық,C1
экспрессив,B2
экспрессиялы,B2
эктодерма,B1
электрбейтарап,C1
электрон-вольт,C1
электртазарту,C1
эмиграция,B1
эндогенді,B1
эндомитоз,B1
эндопаразит,B2
энеолиттік,B2
энтелехия,B1
эпитафия,B1
эрудиция,B1
этнограф-ғалым,C1
этнодемография,C1
эуфемизм,B1
эффузивтік,B2
япырым-ау,B1
ярус,A2
авантюрист,B2
аватар,A2
автодүкен,B1
автоматшы,B1
авторландырылу,C1
автошеру,B1
агломерациялау,C1
аграрлық-индустриялық,C1
агрессор,B1
агрокешен,B1
агронесиелік,B2
агросектор,B2
агротехнология,C1
агрофорум,B1
ағалау,A2
ағат,A2
ағашаяқ,B1
ағылшындық,B2
адақтау,B1
адамгершіл-рухани,C1
адвективті,B2
адуынды,B1
адъективтену,B2
азғана,A2
айғайшы,B1
айғыз,A2
айғыз-айғыз,B2
айдаһардай,B2
айқынсыздық,B2
айла-ақыл,B1
айла-әрекет,B2
аймақтандыру,B2
айналшық,B1
айналып-толғану,C1
айран-шалап,B2
айықтырғыш,B2
айырым-ортақ,B2
акваөсіру,B1
ақкөңілділік,B2
аққайнар,B1
ақпараттық-коммуникативтік,C1
ақтас,A2
ақырын-ақырын,C1
алаңғасар,B1
албарынды,B1
алқа,A2
алқа-қотан,B2
алқа-салқа,B2
алқын-жұлқын,B2
аллалау,B1
аллигатор,B1
алтыбасты,B1
алшайту,B1
алыпқашты,B1
алысып-жұлысу,C1
альманах,B1
аминпропан,B2
амплитуда,B1
анайылық,B1
андыз,A2
аниматор,B1
антарктикалық,C1
антимонополиялық,C1
антитеза,B1
антиядролық,B2
антрацен,B1
антропоморфтық,C1
антропофагия,B2
анықтағыштық,B2
анықтама-ақпараттық,C1
аңғарымпаз,B2
аңдағыш,B1
апа-аға,B1
апалаң-топалаң,C1
ап-арық,B1
апшу,A2
арабшыл,B1
арбаңдау,B1
арбию,A2
арготизм,B1
ареалдық,B1
аристократиялық,C1
арқандаулы,B2
арқарлы,B1
ароматты,B1
арпабас,B1
арсалақтау,B2
арс-арс,B1
арсенат,B1
арсенид,B1
арсы-күрсі,B2
архетип,B1
арып-талу,B1
асимметрия,B2
асқақтық,B1
асқар-асқар,B2
аспара,A2
астауша,B1
астеносфера,B2
астрономиялық,C1
асусыз,A2
асфальт-бетон,C1
асханалық,B1
асылтас,B1
асырап-бағу,B2
атағаш,A2
ат-арба,B1
атаулылық,B1
атқұмар,B1
атом-ядролық,B2
аттеріс,B1
атұстар,B1
ауашарақ,B1
аударылым,B1
аудитор,B1
аужар,A2
ауқаттану,B1
аулағыш,B1
аулақтау,B1
аусар,A2
аухау-аухау,B2
ауыздандыру,B2
афиналық,B1
афиша,A2
аффективтік,B2
аха,A1
ашамай,A2
ашу-кек,B1
ашына,A2
аэровокзал,B2
аэроғарыш,B1
аяқтасу,B1
аят-сүре,B1
әбдіре,A2
әбірет,A2
әдеби-драмалық,C1
әдет-әдеп,B1
әдет-дағды,B2
әдетінше,B1
әзіл-шын,B1
әкімшілік-әміршілік,C1
әкімшілік-территориялық,C1
әлденедей,B1
әлеуметтік-гигиеналық,C1
әлеуметтік-гуманитарлық,C1
әлеуметтік-лингвистикалық,C1
әлеуметтік-нарықтық,C1
әнші-актер,B2
әңгіме-повесть,C1
әрегідік,B1
әредік-әредік,C1
әрекет-қимыл,B2
әрлену,A2
әрлендіру,B1
әртарап,B1
әртараптану,B2
әртектілік,B2
әуежол,A2
әукім,A2
бағып-күту,B2
бағыттас,B1
бажырайту,B1
бай-болыс,B1
байланыстық,B2
бай-мырза,B1
байпақшаң,B1
байырқалау,B2
бактериологиялық,C1
бактериофаг,B2
баққыш,A2
бақсылық,B1
бақылау-тексеруу,C1
балалайка,B1
баллистикалық,C1
балпанақтай,B2
балпию,A2
балықшылық,B2
бандылық,B1
барақат,B1
барқылдау,B1
барсакелмес,B2
барьер,A2
баскөтеру,B1
баспақшыл,B1
баспанасыз,B2
бастағыш,B1
бастату,B1
басыбүтін,B1
басылыңқы,B1
баталы,A2
бәлекет,B1
бәлеқор,B1
бәлшебек,B1
бебеулеу,B1
безбен,A2
бейбауырмал,B2
бейбітсүйгіш,B2
бейнеблог,B1
бейнекөрсетілім,C1
бейнемонтаж,B2
бейнесабақ,B2
бейнеүзік,B1
бейтараптау,B2
бейшаралық,B2
бейілді,B1
бейіш,A2
бекемдеу,B1
бекісу,A2
белгібау,B1
белгітас,B1
белгіше,B1
белес-белес,B2
белсенділеу,B2
белсіз,A2
берекелік,B1
берлі,A2
бетбақ,A2
бизнес-делегация,C1
бизнес-класс,B2
бизнес-клуб,B2
биолог,A2
биотыңайтқыш,B2
биттей,A2
боза,A2
бойкот,A2
бойлату,B1
болаттай,B1
болбыр,A2
болжампаз,B1
боршалау,B1
бөрте,A2
бөстекі,B1
браконьерлік,B2
брезент,B1
бриз,A2
брокерлік,B1
брошюра,B1
бума-бума,B1
бурадай,B1
бургомистр,B2
буржуазиялық-демократиялық,C1
бутик,A2
буферлік,B1
буын-буын,B1
бұдыраю,B1
бұзауша,B1
бұйралау,B1
бұқарашылдық,B2
бұқ-бұқ,B1
бұлақтату,B1
бұлап-талау,B2
бұлдану,B1
бұлтақ,A2
бұлтақтау,B1
бұлталақтау,B2
бұран,A2
бүйірлі,B1
бүйіше,A2
бүкілдүниежүзілік,C1
бүркіттұмсық,B2
бүрме,A2
бүрсеңдеу,B1
быжылдау,B1
быламық,B1
былғаңдау,B1
былқыл,A2
былш,A2
былшық,A2
былшылдау,B1
бырысу,A2
білезік-жүзік,C1
білімпаздық,B2
біліс,A2
бірауыздылық,B2
бірбет,A2
біркиер,B1
бірлік-береке,C1
бірмезгіл,B1
бірмүшелік,B2
біртін-біртін,C1
бірыңғайлық,B2
бітістіруші,B2
вассалдық,B1
веб-коммуникация,C1
ветеринариялық-санитариялық,C1
визалық,B1
вице-төраға,B2
вулканизм,B1
вулканология,B2
гамбургер,B1
гаубица,B1
гексагональды,C1
гексахлороплатина,C1
гемицеллюлоза,C1
геология-минералогия,C1
геотектоникалық,C1
геофизикалық,B2
геоэкология,B2
геоэкономика,B2
гепард,A2
гетерополимер,C1
гиббон,A2
гидратациялау,C1
гидратациялану,C1
гидровитация,B2
гидрогенизация,C1
гидроксилдік,B2
гидроксокешен,C1
гидрометеорология,C1
гидростатикалық,C1
гидрофиль,B1
гидрофосфат,B2
гимнастерка,B2
гиппарион,B1
глобальды,B1
гляциология,B2
гнейс,A2
горилла,B1
гортензия,B1
гофроқағаз,B2
грановиттік,B2
гримші,A2
гримшілік,B1
гу,A1
гуашь,A2
ғазауат,B1
ғалым-маман,B2
ғалым-ұстаз,B2
ғаурет,A2
ғұмырлы,B1
ғұмырнамалық,B2
ғұрлым,A2
ғылыми-әдеби,B2
ғылыми-өнеркәсіптік,C1
дабылшы,B1
дабырайту,B1
дабырасыз,B1
дағара,A2
дайым,A2
дақпырттау,B2
дақылдық,B1
дамытушылық,B2
даңғазалау,B2
даңғойлық,B1
дарғы,A2
дау-дамайсыз,B2
дәреттендіру,B2
дәрі-дәрмектік,C1
дәріскер,B1
декламация,B2
декларант,B1
декоративті-қолданбалы,C1
декреттік,B1
делбегейлену,B2
делимитация,B2
делқұлы,B1
делокализациялану,C1
демограф,B1
демократизм,B2
демократиялану,C1
демонстрациялық,C1
ден,A1
деңгей-дәреже,C1
депозиттік,B2
депонент,B1
депортациялау,C1
депрессиялық,B2
дербестендіру,C1
дербестілік,B2
дернәсілдік,B2
детерминант,B2
детритофагия,B2
деформациялық,C1
диалектолог-ғалым,C1
дивергенттік,B2
диверсификациялану,C1
дигибридтік,B2
диграф,A2
дизентерия,B2
дикроцелиоз,B2
диктаторлық-авторитарлық,C1
дикторлық,B1
диктофон,B1
димер,A2
диполь,A2
директива,B1
дискотека,B1
дискрет,B1
дискретті,B1
дистрибьюторлық,C1
диуан,A2
дихлорметан,B2
добалдай,B1
догма,A2
доғадай,B1
дозалау,B1
долбарлау,B1
доллардай,B1
домалаң,B1
домбауыл,B1
донорлық-акцепторлық,C1
дорбаша,B1
дос-жолдас,B2
дуанбасы,B1
дуылдату,B1
дүбірлі,B1
дүниеқор,B1
дүңкию,A2
дүреші,A2
дүрсін,A2
дүсірлеу,B1
дыңылдау,B1
дыр,A1
ділмарсу,B1
дінсіздік,B1
дьякон,A2
дәреже,A2
дәрежелік,B1
ежелеу,A2
езеуреу,B1
екпінділік,B2
екшелу,A2
екіжылдық,B1
екітомдық,B1
еларалық,B1
елп,A1
елшілдік,B1
еменді,A2
емханалық,B1
ендеу,A2
еңбекқұмар,B2
еңбексіздік,B2
еңкейту,B1
ербеңдеу,B1
ережеп,A2
еркек-әйел,B2
ерлі-байлы,B2
ерлі-зайып,B2
ертелеу,B1
ерттелу,B1
ерше,A2
еріктік,B1
есен-аман,B1
есендік,B1
есептеулі,B1
ескектету,B1
естек,A2
естіген-білген,C1
естілік,B1
естіп-көру,B2
есік-төр,B1
етектеу,B1
етжеңді,B1
еурокристалл,B2
ешкідей,B1
ешкілі,A2
жағымды-жағымсыз,C1
жазаланушы,B2
жазғытұрымғы,B2
жаздырғыш,B1
жайдар,A2
жайдарылану,B2
жақаурату,B1
жақтаулы,B1
жалбақай,B1
жалғыздан-жалғыз,C1
жал-жал,B1
жалтақсыз,B1
жамансыну,B1
жамау-жасқау,B2
жамсату,B1
жанасымды,B1
жанжалшыл,B1
жанқаста,B1
жану,A2
жаңғақша,B1
жаңқалау,B1
жап-жазық,B1
жап-жалпақ,B2
жапыраю,B1
жапырласу,B1
жарадар,B1
жаратылыстанушы,C1
жариялым,B1
жарлау,A2
жарнақты,B1
жару,A2
жарыспалы,B1
жасау-жабдық,B2
жастықша,B1
жатса-тұрса,B2
жаудыр,A2
жаужүректік,B2
жауқазындай,B2
жауындатқыш,B2
жәбір-жапа,B2
жәукемдеу,B1
жебелі,A2
жезқазғандық,B2
